Collection;Source;Description-projet;tilte;Linked in item;Publisher;Creator;Contributor;Format;Type;Langage;Description0;Date;Coverage;Coverage2;Subject;Description;Description3;Œuvres citées - références;Lieux cités;Description6;Rights;License
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;25 aout 1977;ARL128;Projet ESR - ESNA;Jean Duvignaud (1921-2007);"Françoise Hascoët-Duvignaud ; Duvignaud, Mathieu";Support : Carte postale | 1 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1977-08-25;France;1948-1983;Personnel | Création littéraire;;;;9 rue Saint Romain - Paris (France) VIe (France) | Tunisie | La Rochelle (France) (France);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;20 aout 1975;ARL129;Projet ESR - ESNA;Jean Duvignaud (1921-2007);Françoise Hascoët-Duvignaud;Support : Papier sans filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1975-08-20;France;1948-1983;Personnel | Création littéraire;Notes : La date de la lettre et celle du tampon postal sur l'enveloppe (24/08/1978) sont différentes.;Personnes citées : Duvignaud, Mathieu | Arland, Janine;;La Rochelle (France) | Brinville (France);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;22 aout 1978;ARL130;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1978-08-22;France;1948-1983;Personnel | Création littéraire;;Personnes citées : Duvignaud, Françoise | Arland, Janine;;9 rue Saint Romain - Paris (France) VIe (France) | La Rochelle (France) (France);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;07 décembre 1976;ARL131;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 1 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1976-12-07;France;1948-1983;Chronique Sociologique;;;Georges Duby, Le Temps des cathédrales : L'Art et la société (980-1420), Gallimard, 1976;5 rue Sébastien Bottin - Paris (France) VIIe (France) | 10 rue Vavin - Paris (France) VIe (France);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;12 décembre 1975;ARL132;Projet ESR - ESNA;Jean Duvignaud (1921-2007);Françoise Hascoët-Duvignaud;Support : Papier sans filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1975-12-12;France;1948-1983;Personnel;;Personnes citées : Arland, Dominique;;;;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;28 juillet 1979;ARL133;Projet ESR - ESNA;Jean Duvignaud (1921-2007);"Françoise Hascoët-Duvignaud ; Duvignaud, Mathieu";Support : Carte postale | 1 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1979-07-28;France;1948-1983;Personnel;;;;28 rue Saint Léonard - La Rochelle (France) (France);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;06 avril 1979;ARL134;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Fiche cartonnée | 1 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1979-04-06;France;1948-1983;Critique littéraire;;;Arland, Marcel, Ce fut ainsi, Gallimard, 1979;9 rue Saint Romain - Paris (France) VIe (France);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;03 aout 1979;ARL135;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier sans filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1979-08-03;France;1948-1983;Personnel;;Personnes citées : Arland, Janine | Duvignaud, Mathieu | Hascoët-Duvignaud, Françoise;;Brinville (France) | 28 rue Saint Léonard - La Rochelle (France) (France);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;24 décembre 1979;ARL136;Projet ESR - ESNA;Jean Duvignaud (1921-2007);"Françoise Hascoët-Duvignaud ; Duvignaud, Mathieu";Support : Carte postale | 1 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1979-12-24;France;1948-1983;Personnel;;;;9 rue Saint Romain - Paris (France) VIe (France) | La Rochelle (France) (France);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;01 juillet 1980;ARL137;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1980-07-01;France;1948-1983;Personnel | Chronique littéraire | Création littéraire;;Personnes citées : Duvignaud, Mathieu | Hascoët-Duvignaud, Françoise | Arland, Janine;Hascoët-Duvignaud, Françoise, Le corps de l'effroi, Le Sycomore, 1981;Brinville (France) | 28 rue Saint Léonard - La Rochelle (France) (France);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;26 décembre 1980;ARL138;Projet ESR - ESNA;Jean Duvignaud (1921-2007);"Françoise Hascoët-Duvignaud ; Duvignaud, Mathieu";Support : Carte postale | 1 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1980-12-26;France;1948-1983;Personnel;;;;La Rochelle (France) (France);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;15 juillet 1981;ARL139;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Fiche cartonnée | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1981-07-15;France;1948-1983;Personnel | Edition;;Personnes citées : Duvignaud, Mathieu | Néron | Xango;;Brinville (France) | 28 rue Saint Léonard - La Rochelle (France) (France);Editions Gallimard;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;09 octobre 1981;ARL140;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1981-10-09;France;1948-1983;Edition | Critique littéraire;;Personnes citées : Henri, Michel (1922-2002) | Lang, Jack (1939-) | Abichared, Robert (1930-2021);Michel Henri, L'Amour les yeux fermés, Gallimard, 1976 | Michel Henri, Le fils du roi, Gallimard, 1981;;Prix Renaudot;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;27 décembre 1981;ARL141;Projet ESR - ESNA;Jean Duvignaud (1921-2007);"Françoise Hascoët-Duvignaud ; Duvignaud, Mathieu";Support : Carte postale | 1 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1981-12-27;France;1948-1983;Personnel;;;;Brinville (France) | La Rochelle (France) (France);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;12 aout 1982;ARL142;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1982-08-12;France;1948-1983;Création littéraire | Revues;;Personnes citées : Duvignaud, Mathieu | Hascoët-Duvignaud, Françoise | Xango;Jean Duvignaud, Le favori du désir, Albin Michel, 1982;Brinville (France) | 28 rue Saint Léonard - La Rochelle (France) (France);Le Scarabée International (1982);Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;29 mai 1983;ARL143;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier sans filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1983-05-29;France;1948-1983;Critique littéraire |;;Personnes citées : Hascoët-Duvignaud, Françoise | Duvignaud, Mathieu | Daniel, Jean (1920-2020) | Arland, Janine;Arland, Marcel, Lumière du soir, Gallimard, 1983;Brinville (France) | 10 rue Vavin - Paris (France) VIe (France);Maison des Cultures du Monde | Le Scarabée International (1982);Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;26 décembre 1983;ARL144;Projet ESR - ESNA;Jean Duvignaud (1921-2007);"Françoise Hascoët-Duvignaud ; Duvignaud, Mathieu";Support : Carte postale | 1 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1983-12-26;France;1948-1983;Personnel;;;;Brinville (France) | La Rochelle (France) (France);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;25 mai 1969;ARL145;Projet ESR - ESNA;Fabre-Luce, Anne;;Support : Papier à en-tête | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1969-05-25;France;1948-1983;Personnel | Chronique littéraire;;Personnes citées : Arland, Janine;Cioran, Emil, Le mauvais démiurge, Gallimard, 1969;Nanterre (France) | Tunisie | Brinvile (France) | Paris (France) (France);Faculté des Lettres et Sciences Humaines - Université de Paris;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;1969;ARL146;Projet ESR - ESNA;Fabre-Luce, Anne;;Support : Papier à en-tête | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1905-05-22;France;1948-1983;Personnel | Critique littéraire;;Personnes citées : Arland, Janine;;Nanterre (France);Faculté des Lettres et Sciences Humaines - Université de Paris;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;30 aout 1980;ARL147;Projet ESR - ESNA;Jean Duvignaud (1921-2007);"Françoise Hascoët-Duvignaud ; Duvignaud, Mathieu";Support : Carte postale | 1 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1980-08-30;France;1948-1983;Personnel | Chronique littéraire | Création littéraire;;;;La Rochelle (France) (France) | Paris (France) (France);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;25 juillet;ARL148;Projet ESR - ESNA;Jean Duvignaud (1921-2007);Françoise Hascoët-Duvignaud;Support : Fiche cartonnée | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);19??-07-25;France;1948-1983;Personnel;Notes : Inscription manuscrite de Arland, Marcel en haut de la première page : 'R. [reçu] le 25 juillet (ne savons que faire)'.;;;28 rue Saint Léonard - La Rochelle (France) (France);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;[Cher Jean, Je comprends mal votre lettre];ARL149;Projet ESR - ESNA;Arland, Marcel (1899-1986);;Support : Papier à en-tête | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);;France;1948-1983;Edition | Carrière littéraire | Critique littéraire;Notes : Il s'agit certainement d'un brouillon d'une lettre destinée à Jean Duvignaud.;;;5 rue Sébastien Bottin - Paris (France) VIIe (France);N.R.F. (1919-) | Editions Gallimard;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;22 aout 1971;ARL150;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Fiche cartonnée | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1971-08-22;France;1948-1983;Critique littéraire | Chronique littéraire;;Personnes citées : Lambrichs, Georges (1917-1992);;;;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;14 mars 1969;ARL151;Projet ESR - ESNA;Jean Duvignaud (1921-2007);Fabre-Luce, Anne;Support : Fiche cartonnée | 1 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1969-03-14;France;1948-1983;Personnel;Faire part de mariage : Anne Fabre-Luce et Jean Duvignaud;;;55 rue de l'Assomption - Paris (France) XVIe (France) | 27 rue du Cherche midi - Paris (France) VIe (France);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;29 octobre;ARL152;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Fiche cartonnée | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);196?-10-29;France;1948-1983;Carrière universitaire;;Personnes citées : Peyrefitte, Alain (1925-1999);;;N.R.F. (1919-) | Université d'Orléans-Tours | Institut de sociologie de l'Art - Faculté de Lettres de Tours;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;[Cher Marcel, Je devais passer vous voir aujourd'hui];ARL153;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Fiche cartonnée | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);;France;1948-1983;Personnel;;;Jean Duvignaud, Chebika : mutations dans un village du Maghreb, Gallimard, 1968 | Jean-Louis Bertuccelli (réal.), Remparts d'argile [Film], 1971;;N.R.F. (1919-);Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;[Cher Marcel, Demain je pars pour le Mexique];ARL154;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Fiche cartonnée | 1 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);;France;1948-1983;Création littéraire;Notes : Inscriptions manuscrites au dos de la fiche.;;;Mexique;;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;13 novembre;ARL155;Projet ESR - ESNA;Jean Duvignaud (1921-2007);Françoise Hascoët-Duvignaud;Support : Carte postale | 1 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);197?-11-13;France | Mexique;1948-1983;Personnel | Voyage;;;Jean Duvignaud, Hascoët-Duvignaud, Françoise, J-P Corbeau, La banque des rêves, Payot, 1979;Mexico (Mexique);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;février 1953;ARL156;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier sans filigrane | 3 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1953-02-??;France;1948-1983;Personnel | N.R.F. (1919-) | Critique littéraire;;Personnes citées : Sainte-Beuve, Charles-Augustin (1804-1869) | Beckett, Samuel (1906-1989) | Caillois, Roger (1913-1978) | Blanchot, Maurice (1907-2003);;;N.R.F. (1919-);Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;[Cher Marcel, Permettez-moi de vous rappeler que nous passerons demain vendredi];ARL157;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 1 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);;France;1948-1983;Personnel;;Personnes citées : Arland, Janine;;5 rue Sébastien Bottin - Paris (France) VIIe (France) | Rue Saint Romain - Paris (France) VIe (France);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;[Cher Jean, Votre lettre m'a non seulement surpris, mais peiné];ARL158;Projet ESR - ESNA;Arland, Marcel (1899-1986);;Support : Papier sans filigrane | 1 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);;France;1948-1983;Personnel;Brouillon de lettre destinée à Jean Duvignaud. | Notes : Difficilement lisible;;;;;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;[Cher Marcel, Demain, mercredi, je suis à Louvain où je parle du théâtre];ARL159;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 1 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);;France;1948-1983;Carrière universitaire | Critique littéraire;;;;Louvain;;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;[Merci, cher Marcel, pour votre lettre];ARL160;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 4 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);;France | Tunisie;1948-1983;Edition | Création littéraire | Personnel | N.R.F. (1919-) | Chronique sociologique | Sociologie de l'art;;Personnes citées : Astier, Christine;;Paris (France);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;[Je relis, cher Marcel, ma 'divagation'];ARL161;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 1 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);;France;1948-1983;N.R.F. (1919-);;;;;;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;[Cher Marcel, Merci de m'avoir dit à temps les réactions de Paulhan, Jean à mon essai];ARL162;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);;France;1948-1983;Edition | Carrière littéraire;;Personnes citées : Paulhan, Jean (1884-1968) | Nourrissier, François (1927-2011) | Gallimard, Robert (1925-1987);Jean Duvignaud, La chasse à l’aigle, Gallimard, 1960;;N.R.F. (1919-);Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;03 juillet;ARL163;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier sans filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);19??-03-07;France;1948-1983;Personnel;;Personnes citées : Malraux, Clara (1897-1982) | Arland, Janine;;Cerisy;;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;[Cher Marcel, Merci pour ce que vous avez bien voulu faire sur la chronique];ARL164;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier sans filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);;France;1948-1983;Création littéraire | Chronique littéraire | Personnel;;;;;;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;[Cher Marcel, Ma lettre, j'en suis certain, ne vous mettait pas en cause vous-même];ARL165;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 3 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);;France;1948-1983;N.R.F. (1919-) | Personnel;Cette lettre fait référence à un différent qu'auraient Jean Duvignaud et Arland, Marcel à propos de la N.R.F.;Personnes citées : Arland, Janine;;;N.R.F. (1919-);Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
